id,channel name,type of channel,likes and follows,page creation date,description
1449461518652183,"4Patriots
","Food & Beverage,Product/Service,Company",,,"At 4Patriots, our mission is to provide top-quality products that help people be more self-reliant and more independent. 2008 Patriot Power Cell, Food4Patriots, Water4Patriots, Patriot Power Generator"
139041973376433,"Sjard Roscher
",Athlete,,,"Ich verhelfe Menschen zu einem starken und gesundem Körper mit mehr Kraft, Muskulatur und einem geringeren Körperfettanteil - und das während man sein soziales Leben bewahren kann und viel Freude während dieses Prozesses hat. Angaben gemäß § 5 TMG:  FFA GmbH  Staakener Straße 28-29  13581 Berlin  Geschäftsführer: Sjard Roscher & Christian Jäck  E-Mail: info(at)sjardfitness.de  Tel.: Auf Anfrage"
613958365368983,"Snow Teeth Whitening
","Beauty, Cosmetic & Personal Care,Teeth Whitening Service,Health/Beauty",,,"The beauty of oral care is here!  Designed in California.   Ships Worldwide.     Shop:  Oral Care Meets Beauty. #1 selling teeth whitening system guaranteed to work on all smiles. Fast, 2-day shipping nationwide. Order online:  Teeth Whitening Kits  Anti-Aging Lip Care"
40317130503,"Nutrisystem
","Health & Wellness Website,Weight Loss Center,Product/Service",,,"Nutrisystem will help you transform your life inside and out with a personal weight management experience that's simple to follow, effective and uniquely yours. Nutrisystem – lose weight, improve your health and have more energy! Choose from a diet plan that best fits your weight loss goals. Nutrisystem, Inc. (NASDAQ: NTRI) is a leading provider of structured home-delivered weight loss meal plans, and has helped consumers lose weight for more than 45 years by providing quality foods and a nutritionally balanced meal program. 1971 Nutrisystem offers a variety of personalized plans to meet the specific needs of individuals who want to lose weight. Plans can be customized to specific dietary needs and preferences including the Nutrisystem® D® program for people with diabetes or those at risk for Type 2 diabetes. Nutrisystem, Inc. (NASDAQ: NTRI) is a leader in the weight loss industry, having helped millions of people lose weight over the course of more than 40 years.The Instagram:   Twitter:   YouTube:   Company’s weight loss solutions include Nutrisystem® My Way®, Fast 5, and Turbo 10, all clinically-tested, structured food delivery programs that come with the digital platform NuMi® by Nutrisystem.  Additionally, Nutrisystem offers multi-day kits and individual products available at select retailer outlets.  The Company’s current product line offers customers the most meal choices, including more than 100 foods containing no artificial preservatives or artificial flavors. Nutrisystem provides customers the flexibility to align their diet with the US Healthy Eating Meal Pattern, as recommended by the USDA Dietary Guidelines. Nutrisystem plans include comprehensive counseling options from trained weight loss coaches, registered dietitians and certified diabetes educators and can be customized to specific dietary needs and preferences including the Nutrisystem® D® program for people with Type 2 diabetes or pre-diabetes. For more information, go to   Blog:     Customer Service: customerservice@nutrisystem.com  Counseling: counselingsupport@nutrisystem.com  Dietary Services: dietaryservices@nutrisystem.com"
102212787869242,"Bridger Pennington
","Hedge Fund,Entrepreneur",,,"I help people start, grow, and scale their fund Investment Fund Secrets Mastermind"
262943537885472,"Prpr Twlv
","Wine, Beer & Spirits Store,Product/Service,Whisky Bar",,,"Introducing Conor McGregor’s own brand of Irish Whiskey. Distilled, aged, & bottled in Ireland, Proper No. Twelve is smooth and balanced with a fine blend. Real Irish Whiskey Introducing Conor McGregor’s own brand of Irish Whiskey. Distilled, aged, & bottled in Ireland, Proper No. Twelve is smooth and balanced with a fine blend of go lden grain and full flavored malted barley. It’s aged a minimum of three years in bourbon barrel and offers hints of vanilla, honey-like sweetness and toasted wood. A proper salute to all, Proper No. Twelve pays homage to the founder, Conor McGregor, and his neighbourhood of Crumlin, Dublin 12. It embodies their shared spirit of brotherhood, loyalty, and hard work."
,"Sheer Recovery Drug And Alcohol Addiction Center
",,397 people like this 411 people follow this,"Page created - November 2, 2015",
92925746942,"Judicial Watch
",Nonprofit Organization,,,"To Investigate and Prosecute Government Corruption A conservative, non-partisan educational foundation promoting transparency, accountability, and integrity in government. Learn more:  Snapchat = judicialwatch July 29, 1994 Judicial Watch, Inc. is a conservative, non-partisan educational foundation that promotes transparency, accountability, and integrity in government, politics, a nd the law. We advocate high standards of ethics and morality and seek to ensure that political and judicial officials do not abuse the powers entrusted to them by the American people.  Judicial Watch is America’s largest and most effective government watchdog.    Through investigations and litigation, Judicial Watch seeks to hold corrupt politicians and agencies accountable to the rule of law.  Our educational outreach efforts include nationwide educational campaigns, speeches, op-eds, ""The Verdict"" newsletter, educational events and media outreach.    Check out  our website and our ""Corruption Chronicles"" blog for the latest updates regarding our on-going efforts to combat public corruption!"
1569456749977552,"FNV
",Video Game,,,"To ""Redefine"" Fallout Fallout: The Frontier will bring a new worldspace, with next gen effects, new gameplay with unrivaled scripting. Fallout: The Frontier Features     Here are just some of the unique features making their debut in The Frontier that you have to look forward to. This is the Official Facebook page for the Frontier. The Frontier Website is currently being developed so please hang tight. Website will host a lot of the gene    -note- The list is neither complete nor all-inclusive. -note-    * Boss Fights! What's a video game without boss fights? Shabby that's what!  The Frontier Introduces epic entanglements where brain often trumps brawn!    * Custom Worldspace! Winter metropolis, icy caverns, even an underwater lab are some of the many epic new locations to discover!   Each scene was painstakingly built and detailed from the ground up (literally). Currently, the worldspace stands bigger than the Mojave!     * New gameplay!  You'll have your grubby wastelander hands full with new quests, puzzles, war zones, player home,   secrets, and even optional bonuses like Trapping and an Arena! The Frontier brings a whole a new story.    * Unrivaled visuals! Weather Wizard Marcurios and VFX Guru Weijiensen combine   forces to bring you HD weathers with custom emitters!    * Numerous ""world's firsts""! Devilswish182 is spearheading a lot of never-been-done scripts. Some of these include  Arial dogfights, spreading fires, footprints, and of course, a lot more!      The Frontier will bring a whole new level of modding to Fallout. ral information of the Frontier. Thanks!  You can contact us via our Discord server to see the very last progress of the mod !  "
19053894073,"bareMinerals
",Cosmetics Store,,,"As creators of clean, cruelty-free makeup and skincare, we're here to help you, your community and the world around you feel the #PowerOfGood CREATORS OF CLEAN BEAUTY  Clean without compromise. #PowerOfGood.  Full of what’s good. Free of what’s not. Be Original. Be Natural. Be Good. Leslie Blodgett"
,"Wayne S
",,Wayne Cole See Photos,,
,"Marisa Peer
",,,,
121891194536138,"Trolli_USA
",Food & Beverage Company,,,"Welcome to our Facebook page. Please take a look at our house rules prior to engaging:  Love gummies? Smitten with sour? Into awesomely oddball shapes and curious new flavors? Good. You’re in the right face, weirdo.   1986 Originally founded in West Germany in 1981 by a company named Mederer Corporation, they quickly established an American production facility in the United States Sour Brite Crawlers Original  Sour Brite Crawlers Very Berry  Squiggles  by 1986.    Trolli is famous for innovating the Gummy Worm. The shape of Trolli Sour Brite Crawlers is a new take on the Gummy Worm, and it also features multiple flavors in one piece with a slightly sour coating.    Worms, Octopus, O's, Eggs, Rocks-- you name it!  Trolli is awesomely weird and an American favorite when it comes to gummy products.  Check out our Facebook page and contribute to how awesomely weird we are! Just remember to:    • Use appropriate language.    • Do not post copyrighted material unless it belongs to you.    • Do not post any personal information such as telephone numbers or email addresses.     • The views and opinions expressed on this page are not necessarily those of the Trolli brand or Ferrara Candy Company.    • Be polite, keep the conversation on topic and most importantly, have fun!  Sour Brite Crawlers Fruit & Fire  Sour Brite Crawlers Tropical  Sour Brite Crawlers Watermelon  Slurpee Sour Brite Crawlers Classic  Slurpee Sour Brite Crawlers Fruit  Sour Brite All Star Mix  Sour Brite Octopus  Sour Brite Sloths  Sour Brite Sneaks  Sour Brite Weird Beards  Sour Brite Eggs  Sour Brite Blasts  Sour Brite Tiny Hands  Strawberry Puffs  Evil Twins  Soda Poppers  Cherry Bombers  Sour Watermelon Sharks  Sour Brite Twisted Crawlers  Peachie-O’s  Apple-O’s  Tropic-O’s  Classic Bears  Big Bold Bears  Sour Brite Bears  Sour Brite Bites Assorted  Sour Brite Bites Blue Raspberry  Extreme Sour Brite Bites"
1535368813393757,"Jon Penberthy
","Public Figure,Marketing Agency",,,"Jon Penberthy - Marketer, entrepreneur, international trainer and founder at "
197328687271986,"Full Time Filmmaker
",Education,,,"Full Time Filmmaker is your crash course to a career in filmmaking, where I reveal everything I know about what it takes to make a living making videos."
498411616858185,"Output
","Software Company,Company",,,"WE HELP YOU MAKE MUSIC. Output develops innovative software and gear for musicians, composers, producers and sound designers across all genres. Our focus is simple – groundbreaking concepts, new sounds, new sources of inspiration. We help you make music. Output designs innovative music software for the modern musician. #BeCreative We at Output are a sound design boutique developing creative digital instruments for the modern musician. Gregg Lehrman, John Nye, Neil Hallimen PORTAL • Granular FX Plugin  ANALOG BRASS & WINDS • Next Level Air  ANALOG STRINGS • Strings Engine  SUBSTANCE • Bass Engine  MOVEMENT • FX Rhythm Processor  EXHALE • Vocal Engine  SIGNAL • Pulse Engine  REV • Reverse Engine  REV X-LOOPS • Reverse Loops Engine"
256107687771505,"Key & Peele
",TV Show,,,"Sketch Comedy Comedy Central 5 Keegan-Michael Key and Jordan Peele present ""Key & Peele,"" an original sketch-comedy show on Comedy Central. Keegan-Michael Key and Jordan Peele Keegan-Michael Key and Jordan Peele present ""Key & Peele,"" an original sketch-comedy show on Comedy Central. In this series these fresh, relevant comedic actor- writers, used to being on the outside looking in, will examine life in a provocative and irreverent way, through a combination of filmed sketches and live stage segments. Whether it's satirizing the President, spoofing Nazis, or ordering up some soul food, ""Key & Peele"" will showcase their chemistry, camaraderie and unique point of view, born from their shared background and experiences growing up biracial in a not quite post-racial world."
225898444778375,"5econds
",Shopping & Retail,,,5 seconds is all it takes to bring back that little happiness and joy to your life every single day.
973372126075321,"Amazing Tech US
","Science, Technology & Engineering",,,We share videos about Amazing Tech.
,"Althaia Equaliv
",,,,
,"TDBankUS
",,,,
383159204571,"Plus500
","Product/Service,Financial Service",,,"Be the world's #1 CFD trading company. Plus500 is a global financial firm providing online CFDs trading services.  76.4% of retail investor accounts lose money when trading CFDs with this provider. You should consider whether you can afford to take the high risk of losing your money. 2008 Winner of ""Best Forex Affiliate Program"" iGB Affiliate Awards 2015, 2016, 2018 Plus500™ CFD Trading Platform Plus500 is an innovative and advanced CFDs trading platform. It is Europe's No. 1 CFDs Trading Platform reflected in the record number of first time depositors  Plus500™ Ltd is listed on the AIM, section of the London Stock Exchange.    In 2015 Plus500 group signed a sponsorship deal with the Spanish football club Atlétic in 2017 [1]. The platform offers an elegant and intuitive user interface suitable for trading anytime, anywhere.     • Open a free unlimited demo account in 5 minutes. You can practice trading in the demo mode and move to trading with real money when you feel ready to do so.     • Get access to real-time market quotes of popular Stocks, Indexes as well as Commodities such as Oil and Gold.     • Check out the range of alert types you can set in your account, which may assist you while trading on Plus500. These include daily, hourly price change, and traders' sentiment (Buyers vs Sellers).     • Plus500 is a market leading provider of Contracts for Difference (CFDs), delivering top of the range trading conditions on Shares, Forex, Commodities and Indices alongside innovative trading technology.      • Set stops and limits to protect your positions including a Guaranteed Stop.     • Easy monitoring of your balance, equity and margin at all times.     • Free Real-time charts and live streaming quotes.     • Multi-language 24/7 professional support.     • Attractive leverage.     • Fund your account by credit card, PayPal or bank transfer.      • Plus500 is the main sponsor of Football Club Atlético de Madrid.     • Plus500 is the major sponsor of the Australian Super Rugby team, The Plus500 Brumbies.      • Plus500 Ltd’s ordinary shares are listed for trading on the London Stock Exchange’s Main Market for Listed Companies.     [1] No. 1 CFD provider by number of new traders in 2017 (compared to main competitors) – Plus500 had 247,000 first-time depositors in 2017 according to their Annual Report, dated 19 March 2018.     Plus500 Ltd offers its CFD Trading Platform as the Plus500 brand through its subsidiaries:  Plus500UK Ltd is authorised and regulated by the Financial Conduct Authority (FRN 509909).   Plus500CY Ltd is authorised and regulated by the Cyprus Securities and Exchange Commission (Licence No. 250/14).   Plus500AU Pty Ltd AFSL #417727 issued by Australian Securities and Investments Commission.   Plus500SG Pte Ltd (UEN 201422211Z) holds a capital markets services license from the Monetary Authority of Singapore for dealing in securities and leveraged foreign exchange trading (License No. CMS100648-1) and a Commodity Broker's License (License No. PLUS/CBL/2018) from Enterprise Singapore.   Plus500SEY Ltd is authorised and regulated by the Seychelles Financial Services Authority (Licence No. SD039).    The services offered by Plus500 may be restricted in certain jurisdictions; it is your responsibility to act according to the local law. o de Madrid and in 2017     Plus500 signed on as the major sponsor of Australian Rugby Union team The Brumbies.     Plus500 Ltd offers its CFD Trading Platform as the Plus500 brand through its subsidiaries:    Plus500UK Ltd is authorised and regulated by the Financial Conduct Authority (FRN 509909).    Plus500CY Ltd is authorised and regulated by the Cyprus Securities and Exchange Commission (License No. 250/14).    Plus500AU Pty Ltd is authorised and regulated by ASIC (AFSL #417727). Derivatives issuer licence in New Zealand, FSP No. 486026.   Please refer to the PDS available on our website.    Plus500IL Ltd. is authorised and regulated in Israel.    Plus500SEY Ltd is authorised and regulated by the Seychelles Financial Services Authority (Licence No. SD039).    Need Help?  Our support team will assist you in any matter - 24/7.  For any questions, comments or suggestions regarding trading at the Plus500™ online trading platform e-mail us via our contact page:  ."
132683221345,"Original Bomb Pop
",Food & Beverage Company,,,"We are Not One Thing.     Also: Red, White, Blue, Ice Creamy, Gooey, half-horse, 50% aquatic, part robot, rather zebra-y, and some more other stuff. Own your summer and Declare Your Freezedom with three flavors of fun! With questions or concerns, please call us at 800.331.0830, or contact us here:  Bomb Pop frozen novelties Bomb Pop welcomes you to our Facebook page. We highly encourage you to post comments, photos, videos, and any other relevant information to Blue Bunny and ice c Wells Enterprises, Inc., maker of Bomb Pop, is the largest privately held, family-owned ice cream and frozen treat manufacturer in the United States. The compan ream. However, we do have some fine print for you to look over. Bomb Pop expects that fans will not post content that:     (a) is abusive, defamatory, or obscene;   (b) violates any law or regulation;   (c) infringes any intellectual property rights of any person;   (d) is false or misleading in any manner; or   (e) is not in compliance with Facebook's Terms and Conditions.  (f) serves any commercial purpose or otherwise promotes any outside organization or its activities    Bomb Pop reserves the right to remove all postings that do not oblige to these standards or to revoke a user's privilege to post to our page if continuous abuse occurs. Please understand that comments posted to this Page are the opinions of the writers and do not represent the opinions of Bomb Pop, Wells Enterprises Inc., or any of its officers or employees. This page is designed for Bomb Pop, Wells Enterprises Inc., consumers to converse. y was founded in 1913 and is headquartered in Le Mars, Iowa, the Ice Cream Capital of the World. Wells produces more than 150 million gallons of ice cream a year. Wells’ purpose is to bring joy to everyday life by providing exceptional ice cream and frozen desserts.    Ice cream enthusiasts can find their favorite products manufactured by Wells in grocery, convenience and club stores, on mobile vending trucks and in foodservice settings (such as educational institutions, hospitals and restaurants). The company's corporate office and two ice cream plants are located in Le Mars. Wells also operates an ice cream plant in St. George, Utah.    Over 2,500 production, sales, office, and support personnel make up the Wells family. With its state-of-the-art production facilities the company is cited by many industry experts as one of the most technically advanced in the industry."
1230936837038301,"World of Tаnks
",Computers & Internet Website,,,
1067484429986548,"SafetyRiders
",Just For Fun,,,A page  dedicated to biker and Rider safety and awareness. The group also provides infotainment.    biker & rider group INFOTAINMENT.
1491450577770654,"Fulcrum Speedworks
",Local Business,,,"Fulcrum Speedworks the global manufacturer and distributor of Foiling UFO hydrofoil dinghies David Clark 5th place at 2014 IC worlds: Fulcrum's all plywood Dance Commander IC. UFO foiling dinghy    $7930 USD all up Sailing is beginning to look far too much like Formula 1. A tiny group of professionals race exorbitantly expensive craft while those on the outside are reduced  to fandom. That is wrong. People are more than consumers to be advertised to and sailing should be more than a sensationalist vehicle for sponsorship. Sailing is a sport by which people grow self-worth by competing against one another in a hazardous aquatic environment. In gaining mastery over that environment, we realize our potential as individuals to defy odds and truly be exceptional.     Fulcrum Speedworks aims to preserve and grow amateur high performance sailing by making boat ownership more achievable and affordable. High performance sailing is not limited by the available talent pool. It is limited by costs. The UFO is an earnest endeavor to eliminate that cost barrier. Push the envelope, get leverage, break the envelope. Join fulcrum in bringing sailing out of its enclaves and into a broader faster future."
826274364129909,"UX Design Institute
","Internet Company,Education",,,"The UX Design Institute is the global leader in online UX education and certification. Our university-accredited courses help individuals, teams and organisations build skills, knowledge and careers in UX."
,"Lucas Lee-Tyson
",,Lucas Lee-Tyson See Photos,,
117143465091398,"Hero The Band
",Musician/Band,,,"Prince, The Beatles, Coldplay, Imagine Dragons, Disney Soundtracks Music, Love, Family Alternative Pop/Rock Jerramy Barnett ""Goku Love"", Nicolas Barnett "" Nikki Jupiter"", Justin Barnett ""Ocean"", Derrian Barnett "" BamBam"" Atlanta     ""Back To Myself"" EP out now! -  2016 Akademia Awards Rock Album of The Year Male Atlanta, Ga Queen, The Beatles, Coldplay, Lenny Kravitz, Andre 3000, Elton John, The Doors, Boys II Men, Oasis, Prince, Michael Jackson, James Brown, Oasis, Bad Brains 212.813.9292 Marsha Vlasic Heroes come in all shapes and sizes.It’s not what they say, but what they do or, in the case of Hero The Band, what they sing...The Georgia quartet of blood bro thers each born a year apart—Justin Barnett aka Ocean[vocals, lead guitar], Jerramy Barnett aka Goku Love[vocals, bass], DJ Barnett aka BamBam[vocals, drums], and Nick Barnett aka Nicky Jupiter[guitar, keys]—emerge at a sonic crossroads between galactic arena rock, experimental alternative, and swaggering R&B. “We want to show the world everybody’s their own hero,” exclaims Jerramy. “We come from the same spiritual realm, but physically we’re put here on this planet equipped with different powers and special abilities. It’s about being your own unique individual and embracing who you are.”“Our parents raised us to just do our best in whatever we do,” adds DJ. “That’s all it takes to be a hero. It’s not about getting notoriety at the end of the day; it’s about leading by example. You never know who you might be inspiring.”“It’s also about a sense of bravery,” Nick elaborates. “You literally have four black brothers from Decatur, GA singing rock music. Everybody looked at us like we were crazy as hell when we first decided to do this. It’s simple though. We do what we love with conviction.”They started doing so back in 2010. Growing up in a highly musical family, the boys sang in an R&B group in between playing sports. However, grandma bought them a karaoke machine, and its myriad stations caught their attention. First inspired by Coldplay’s “Clocks,” they soon fell down a rock ‘n’ roll rabbit hole, going from Queen to Soundgarden, Pearl Jam, The Beatles, Rush, and The Fray. Picking up instruments, they brought Hero The Band to life.Buckling down alongside producer Donovan Jarvis in an Atlanta studio, they honed a signature sound throughout three independent releases—Goldn Hearts[2013], Bleach[2016], and Heroshima [2017]—and logged 350-plus shows everywhere from Super Bowl Liveto AfroPunk. Not to mention, mutually collaborating with the likes of Big K.R.I.T., Childish Major, Trinidad James, Jack Harlow, and many more.As a movement quietly formed around them, LAVA Records/Republic Records signed the group in 2019. Now, they ignite their rise on the major label debut single “Back To Myself.”Produced by Pete Nappi[Meghan Trainor, Kesha, Thirty Seconds To Mars],the song pairs a steady beat with earthquaking guitars and a sweeping and soaring chant, “I’m gettingback to myself.”“It’s about arising out of a place of feeling down and suffocated or having negative thoughts in your head,” explains Justin. “You’re constantly battling yourself. So, once you movepastthose feelings, you come back to who you’re meant to be. It screams. It’s an anthem for anybody who feels lost, insecure, or like an outcast. Know you can overcome whatever you’re facing.”In the end, this uplifting spirit defines the group’s upcoming projectand overall message.  “We want to give peoplea sense of being more independent and trusting themselves. It’salsoabout remaining open to the world. You can spread love and use it to heal your own scars and wounds and others. Life is beautiful. It’s about constantly healing and keeping it real. That’s what we’re here togive.”  Although the brothers have been singing together all their life, they did not form an official group until 2008. The group name at that time was Inseparable, a fitting name for brothers who are not only close in age, but are close in heart. As Inseparable, the guys performed their own R&B originals at various clubs and talent shows throughout the Atlanta area. By 2010, the brothers officially formed the band HERO which showcases both their vocal and instrumental talents. Their sound is an evolving mixture of pop, rock, and soothing melodies. HERO just has a unique and inviting style.    ""We have been around music all of our lives, and we want to make music for the rest of our lives."" says Nick, the youngest member of the band. HERO's musical influences are Queen, Cold Play, Take 6, Boyz II Men, The Temptations, The Beatles, Elton John, Jimi Hendrix, Earth,Wind, and Fire, U2, Prince, and Lenny Kravitz. It is no surprise that the brothers play the bass and lead guitars, keys, and drums. ""Because we write our own lyrics and musical sound, it allows us to express our real emotions and share ourselves with the world"", says Jerramy. ""We are not in a box, we don't have a lead singer. We are just a mixture of different genres of music, like Michael Jackson or Andre 3000,""Justin says. As the band grows in musicianship and artistry, the band has been blessed with many phenomenal performance opportunities. The band has performed at such venues as the Masquerade, Phillip's Arena(National Anthem for the Hawks), and performed as the opening act for the legendary ""Rock and Roll Hall of Fame"" band, Mother's Finest.    HERO produces a sound that is forever timeless and inspiring to audiences of all ages. Hero's sound is captivating live audiences both locally and statewide. After performances, audiences express an overwhelming, euphoric emotion and satisfying feeling. Many fans testify, ""Their music makes me feel good.""; ""Wow, this is amazing!""    It may seem as though every hero has a quest. Some save a princess from a fire breathing dragon, others save the world from a nemesis determined to cause destruction. HERO has a different quest and that is to touch and inspire lives through their musical talents and sound. ""It is our humbleness, writing ability, and the way we work together that is so appealing. We are brothers and we work as a team."" says DJ.    HERO credits Mr. Grigsby, their chorus teacher, for motivating them to learn music and really believe and pursue their dream. Justin, Jerramy, DJ, and Nick have made a brother's pact to take this journey together as a team. This band will be the heroes that contribute fresh and dynamic musical compositions that include ""real lyrics and real sounds"" for all the world to enjoy."
1108138379292447,"Wrap Technologies
","Science, Technology & Engineering",,,"Wrap Technologies is an innovator of modern policing solutions. The Company’s flagship product is the BolaWrap 100, a hand-held remote restraint device. Safe & Effective Remote Restraint: The handheld Bola Wrap 100, designed with law-enforcement, discharges a bola style Kevlar tether to effectively entangle a subject at a recommended range of 10-25 feet. BolaWrap, BolaWrap Accessories"
114612551901815,"Desert Order
","Automotive Service,Insurance Company",,,"We’re for people who love cars and love driving them. We’re for people who love cars and love driving them. Everything we do is about fueling car enthusiasts, celebrating car culture and keeping it alive. Hagerty was built by people who love cars. Today we are a company of automotive enthusiasts and experts, with offices in the US, UK and Canada, and while we’re the global leaders in collector car insurance, we’ve moved beyond insurance to offer so much more. 1984 Insurance for cars that are fun to drive – this includes classic cars, boats, motorcycles, including modern collector cars    Hagerty Drivers Club – the world’s l argest community for automotive enthusiasts    Car Values – an ever-growing suite of resources aimed at making car valuations easier    Entertainment – Automotive content for enthusiasts by enthusiasts    The Shop – we make and sell quality automotive gear for people who share our love for cars. All proceeds are donated to charities that support the automotive lifestyle    DriveShare by Hagerty – our peer-to-peer classic car rental platform"
148942741981390,"Bayer PetBasics
",Pharmaceutical Company,,,"Bayer Animal Health is now Elanco.    Our Vision: Food and Companionship Enriching Life.    As a global animal health company, we work to advocate for our customers, innovate to improve the health of animals through products, expertise, and service. General Information and Guidelines:  As you may know, the pharmaceutical industry is highly regulated. In order to have an open dialogue on Facebook and other so cial media sites, there are important rules that we must  follow. This site is not intended as a forum for discussing Elanco or other companies' medicines, including the reporting of side effects associated with the use of prescription drugs, or for  medical advice. For this purpose, please use      Information provided by this site is intended for adults, 18 years of age or older. As with any Facebook account, your interactions may be seen by other Facebook users. We reserve the right  to remove comments or block users who violate the terms of use.    Commenting Policy:  While we encourage and welcome healthy debate and conversation on our Facebook page, we have a strict policy against personal attacks and derogatory language. If we feel you have crossed the line, we reserve the right to remove your post in order to maintain an environment of civil and respectful interaction."
107798052582413,"Polestar
","Cars,Automotive Manufacturer",,,"We are an electric performance brand, determined to improve the society we live in. Cars, optimisations and parts. Polestar is on a mission: to develop the most advanced and exciting electric cars the world has ever seen. We are detail-obsessed, performance focused and deter Two years ago a small team stood in front of a model of the Concept Coupe, down at the Volvo design studio. They started to ask themselves if they could imagine mined to change the automotive industry, leading by example. We blaze our own trail, we innovate constantly, and we are relentless in our pursuit of the best.     The automotive industry is changing, and Polestar is leading the way.  the car without the iron mark. Could they imagine it being entirely and purely a Polestar? It was the start of a new journey - and the birth of the new Polestar. A new brand, the Polestar brand - and a new car, the Polestar 1.  Since then, a small team has worked tirelessly on the car and the new brand, week after week. Pushing the boundaries of technology, pushing themselves and the dream of what Polestar could become.     Being part of the Volvo family gives Polestar great confidence. Knowing we have the capacity, expertise and processes in place to deliver quality - gives us possibilities to realise our dreams and ideas. Polestar will be the spearhead of the Volvo Car Group, with lower volume cars outside the mainstream segments. We will be able to bring experimental technologies to the market - and potentially to the benefit of Volvo too.    Polestar has set out on an incredibly exiting journey - and with the Polestar 1 it's just begun."
72610458862,"U-Pack
",Home Mover,,,"U-Pack offers convenient moving and storage options for any budget. For a free quote visit   or call 800-968-3285! What's the easiest way to save time and money when moving long distance? Use U-Pack!    Free online moving quote:visit  1997 U-Pack can help with all kinds of moving situations.  From needing to store your items for a while to getting your things cross-country in a hurry, U-Pack has the solution.  Call 800-968-3285 or visit   for a free quote! U-Pack Moving® offers flexible moving solutions for any need or budget. Here's how it works:    -We deliver a moving trailer or Cube to your home.  Need moving boxes and supplies? What about portable storage? For everything from packing and loading advice to detailed moving checklists, U-Pack helps with eve ABF Freight, our primary transportation carrier, is the only seven-time winner of the American Trucking Association (ATA) President's Award for Safety, and an e  -You have up to 3 business days to load your belongings.  -We drive to your new home, where you'll have up to 3 days to unload.     Think of it as moving with the convenience of full-service movers, but at a rate that's comparable to truck rental. Plus, U-Pack quotes include the fuel, taxes, and driver; there are no hidden fees.  Move easy--go U-Pack!    disclaimer:  ry aspect of your move!    Here's where you'll find all things moving--our Moving Resources page:  ight-time winner of the ATA's Excellence in Security Award. When it comes to handling your household goods, an unmatched safety record is tough to beat!"
113690044459,"Rogue Fitness
",Sporting Goods Store,,,"Rogue Fitness is the leading manufacturer of strength & conditioning equipment. Official supplier to the CrossFit Games, USAW, World's Strongest Man and the Arnold Strongman Classic. Rogue Fitness is the leading manufacturer of strength and conditioning equipment, including barbells, power racks, sleds, and accessories. Founded in a garage i n 2006, the company has grown to 600 team members at its new 600,000 sq. ft. headquarters in Columbus, Ohio. Rogue is the official equipment supplier of the CrossFit Games, USA Weightlifting, the Arnold Strongman Classic, and the World’s Strongest Man competition. The company remains dedicated to serving the needs of serious athletes at every level, from the garage to the arena."
176789922364429,"Steve Daines for Montana
",Politician,,,"Bozeman Montana Fifth generation Montanan, father, and sportsman serving the people of Montana in the U.S. Senate. Join our team at     Paid for by Steve Daines for Montana. Conservative"
106577281035765,"Scale Smart
",Website,,,We help amazing people escape the 9-5 grind through high ticket client businesses that give them freedom.
6844798654,"Paramount Pictures
","Movie/Television Studio,Performance & Event Venue",,,
